ticker,nome,tipo,bench,settore,sost
COF,Capital One,stock,^GSPC,Financials,False
CAH,Cardinal Health,stock,^GSPC,Health Care,False
CCL,Carnival Corporation,stock,^GSPC,Consumer Discretionary,False
CARR,Carrier Global,stock,^GSPC,Industrials,False
CVNA,Carvana,stock,^GSPC,Consumer Discretionary,False
CASY,Casey's,stock,^GSPC,Consumer Staples,False
CAT,Caterpillar Inc.,stock,^GSPC,Industrials,False
CBOE,Cboe Global Markets,stock,^GSPC,Financials,False
CBRE,CBRE Group,stock,^GSPC,Real Estate,False
CDW,CDW Corporation,stock,^GSPC,Information Technology,False
COR,Cencora,stock,^GSPC,Health Care,False
CNC,Centene Corporation,stock,^GSPC,Health Care,False
CNP,CenterPoint Energy,stock,^GSPC,Utilities,False
CF,CF Industries,stock,^GSPC,Materials,False
CRL,Charles River Laboratories,stock,^GSPC,Health Care,False
SCHW,Charles Schwab Corporation,stock,^GSPC,Financials,False
CHTR,Charter Communications,stock,^GSPC,Communication Services,False
CVX,Chevron Corporation,stock,^GSPC,Energy,False
CMG,Chipotle Mexican Grill,stock,^GSPC,Consumer Discretionary,False
CB,Chubb Limited,stock,^GSPC,Financials,False
CHD,Church & Dwight,stock,^GSPC,Consumer Staples,False
CIEN,Ciena,stock,^GSPC,Information Technology,False
CI,Cigna,stock,^GSPC,Health Care,False
CINF,Cincinnati Financial,stock,^GSPC,Financials,False
CTAS,Cintas,stock,^GSPC,Industrials,False
CSCO,Cisco,stock,^GSPC,Information Technology,False
C,Citigroup,stock,^GSPC,Financials,False
CFG,Citizens Financial Group,stock,^GSPC,Financials,False
CLX,Clorox,stock,^GSPC,Consumer Staples,False
CME,CME Group,stock,^GSPC,Financials,False
CMS,CMS Energy,stock,^GSPC,Utilities,False
KO,Coca-Cola Company (The),stock,^GSPC,Consumer Staples,False
CTSH,Cognizant,stock,^GSPC,Information Technology,False
COHR,Coherent Corp.,stock,^GSPC,Information Technology,False
COIN,Coinbase,stock,^GSPC,Financials,False
CL,Colgate-Palmolive,stock,^GSPC,Consumer Staples,False
CMCSA,Comcast,stock,^GSPC,Communication Services,False
FIX,Comfort Systems USA,stock,^GSPC,Industrials,False
COP,ConocoPhillips,stock,^GSPC,Energy,False
ED,Consolidated Edison,stock,^GSPC,Utilities,False
STZ,Constellation Brands,stock,^GSPC,Consumer Staples,False
CEG,Constellation Energy,stock,^GSPC,Utilities,False
COO,Cooper Companies (The),stock,^GSPC,Health Care,False
CPRT,Copart,stock,^GSPC,Industrials,False
GLW,Corning Inc.,stock,^GSPC,Information Technology,False
CPAY,Corpay,stock,^GSPC,Financials,False
CTVA,Corteva,stock,^GSPC,Materials,False
CSGP,CoStar Group,stock,^GSPC,Real Estate,False
COST,Costco,stock,^GSPC,Consumer Staples,False
CRH,CRH plc,stock,^GSPC,Materials,False
CRWD,CrowdStrike,stock,^GSPC,Information Technology,False
CCI,Crown Castle,stock,^GSPC,Real Estate,False
CSX,CSX Corporation,stock,^GSPC,Industrials,False
CMI,Cummins,stock,^GSPC,Industrials,False
CVS,CVS Health,stock,^GSPC,Health Care,False
DHR,Danaher Corporation,stock,^GSPC,Health Care,False
DRI,Darden Restaurants,stock,^GSPC,Consumer Discretionary,False
DDOG,Datadog,stock,^GSPC,Information Technology,False
DVA,DaVita,stock,^GSPC,Health Care,False
DECK,Deckers Brands,stock,^GSPC,Consumer Discretionary,False
DE,Deere & Company,stock,^GSPC,Industrials,False
DELL,Dell Technologies,stock,^GSPC,Information Technology,False
DAL,Delta Air Lines,stock,^GSPC,Industrials,False
DVN,Devon Energy,stock,^GSPC,Energy,False
DXCM,Dexcom,stock,^GSPC,Health Care,False
FANG,Diamondback Energy,stock,^GSPC,Energy,False
DLR,Digital Realty,stock,^GSPC,Real Estate,False
DG,Dollar General,stock,^GSPC,Consumer Staples,False
DLTR,Dollar Tree,stock,^GSPC,Consumer Staples,False
D,Dominion Energy,stock,^GSPC,Utilities,False
DPZ,Domino's,stock,^GSPC,Consumer Discretionary,False
DASH,DoorDash,stock,^GSPC,Consumer Discretionary,False
DOV,Dover Corporation,stock,^GSPC,Industrials,False
DOW,Dow Inc.,stock,^GSPC,Materials,False
DHI,D. R. Horton,stock,^GSPC,Consumer Discretionary,False
DTE,DTE Energy,stock,^GSPC,Utilities,False
DUK,Duke Energy,stock,^GSPC,Utilities,False
DD,DuPont,stock,^GSPC,Materials,False
ETN,Eaton Corporation,stock,^GSPC,Industrials,False
EBAY,eBay Inc.,stock,^GSPC,Consumer Discretionary,False
ECHO,EchoStar,stock,^GSPC,Communication Services,False
ECL,Ecolab,stock,^GSPC,Materials,False
EIX,Edison International,stock,^GSPC,Utilities,False
EW,Edwards Lifesciences,stock,^GSPC,Health Care,False
EA,Electronic Arts,stock,^GSPC,Communication Services,False
ELV,Elevance Health,stock,^GSPC,Health Care,False
EME,Emcor,stock,^GSPC,Industrials,False
EMR,Emerson Electric,stock,^GSPC,Industrials,False
ETR,Entergy,stock,^GSPC,Utilities,False
EOG,EOG Resources,stock,^GSPC,Energy,False
EQT,EQT Corporation,stock,^GSPC,Energy,False
EFX,Equifax,stock,^GSPC,Industrials,False
EQIX,Equinix,stock,^GSPC,Real Estate,False
EQR,Equity Residential,stock,^GSPC,Real Estate,False
ERIE,Erie Indemnity,stock,^GSPC,Financials,False
ESS,Essex Property Trust,stock,^GSPC,Real Estate,False
EL,Estée Lauder Companies (The),stock,^GSPC,Consumer Staples,False
EG,Everest Group,stock,^GSPC,Financials,False
EVRG,Evergy,stock,^GSPC,Utilities,False
ES,Eversource Energy,stock,^GSPC,Utilities,False
EXC,Exelon,stock,^GSPC,Utilities,False
EXE,Expand Energy,stock,^GSPC,Energy,False
EXPE,Expedia Group,stock,^GSPC,Consumer Discretionary,False
EXPD,Expeditors International,stock,^GSPC,Industrials,False
EXR,Extra Space Storage,stock,^GSPC,Real Estate,False
XOM,ExxonMobil,stock,^GSPC,Energy,False
FFIV,"F5, Inc.",stock,^GSPC,Information Technology,False
FDS,FactSet,stock,^GSPC,Financials,False
FICO,Fair Isaac,stock,^GSPC,Information Technology,False
FAST,Fastenal,stock,^GSPC,Industrials,False
FRT,Federal Realty Investment Trust,stock,^GSPC,Real Estate,False
FDX,FedEx,stock,^GSPC,Industrials,False
FDXF,FedEx Freight,stock,^GSPC,Industrials,False
FIS,Fidelity National Information Services,stock,^GSPC,Financials,False
FITB,Fifth Third Bancorp,stock,^GSPC,Financials,False
FSLR,First Solar,stock,^GSPC,Information Technology,False
FE,FirstEnergy,stock,^GSPC,Utilities,False
FISV,Fiserv,stock,^GSPC,Financials,False
FLEX,Flex Ltd.,stock,^GSPC,Information Technology,False
F,Ford Motor Company,stock,^GSPC,Consumer Discretionary,False
FTNT,Fortinet,stock,^GSPC,Information Technology,False
FTV,Fortive,stock,^GSPC,Industrials,False
FOXA,Fox Corporation (Class A),stock,^GSPC,Communication Services,False
FOX,Fox Corporation (Class B),stock,^GSPC,Communication Services,False
BEN,Franklin Resources,stock,^GSPC,Financials,False
FCX,Freeport-McMoRan,stock,^GSPC,Materials,False
GRMN,Garmin,stock,^GSPC,Consumer Discretionary,False
IT,Gartner,stock,^GSPC,Information Technology,False
GE,GE Aerospace,stock,^GSPC,Industrials,False
GEHC,GE HealthCare,stock,^GSPC,Health Care,False
GEV,GE Vernova,stock,^GSPC,Industrials,False
GEN,Gen Digital,stock,^GSPC,Information Technology,False
GNRC,Generac,stock,^GSPC,Industrials,False
GD,General Dynamics,stock,^GSPC,Industrials,False
GIS,General Mills,stock,^GSPC,Consumer Staples,False
GM,General Motors,stock,^GSPC,Consumer Discretionary,False
GPC,Genuine Parts Company,stock,^GSPC,Consumer Discretionary,False
GILD,Gilead Sciences,stock,^GSPC,Health Care,False
GPN,Global Payments,stock,^GSPC,Financials,False
GL,Globe Life,stock,^GSPC,Financials,False
GDDY,GoDaddy,stock,^GSPC,Information Technology,False
GS,Goldman Sachs,stock,^GSPC,Financials,False
HAL,Halliburton,stock,^GSPC,Energy,False
HIG,Hartford (The),stock,^GSPC,Financials,False
HAS,Hasbro,stock,^GSPC,Consumer Discretionary,False
HCA,HCA Healthcare,stock,^GSPC,Health Care,False
DOC,Healthpeak Properties,stock,^GSPC,Real Estate,False
HSIC,Henry Schein,stock,^GSPC,Health Care,False
HSY,Hershey Company (The),stock,^GSPC,Consumer Staples,False
HPE,Hewlett Packard Enterprise,stock,^GSPC,Information Technology,False
HLT,Hilton Worldwide,stock,^GSPC,Consumer Discretionary,False
HD,Home Depot (The),stock,^GSPC,Consumer Discretionary,False
HONA,Honeywell Aerospace,stock,^GSPC,Industrials,False
HON,Honeywell Technologies,stock,^GSPC,Industrials,False
HRL,Hormel Foods,stock,^GSPC,Consumer Staples,False
HST,Host Hotels & Resorts,stock,^GSPC,Real Estate,False
HWM,Howmet Aerospace,stock,^GSPC,Industrials,False
HPQ,HP Inc.,stock,^GSPC,Information Technology,False
HUBB,Hubbell Incorporated,stock,^GSPC,Industrials,False
HUM,Humana,stock,^GSPC,Health Care,False
HBAN,Huntington Bancshares,stock,^GSPC,Financials,False
HII,Huntington Ingalls Industries,stock,^GSPC,Industrials,False
IBM,IBM,stock,^GSPC,Information Technology,False
IEX,IDEX Corporation,stock,^GSPC,Industrials,False
IDXX,Idexx Laboratories,stock,^GSPC,Health Care,False
ITW,Illinois Tool Works,stock,^GSPC,Industrials,False
INCY,Incyte,stock,^GSPC,Health Care,False
IR,Ingersoll Rand,stock,^GSPC,Industrials,False
PODD,Insulet Corporation,stock,^GSPC,Health Care,False
INTC,Intel,stock,^GSPC,Information Technology,False
IBKR,Interactive Brokers,stock,^GSPC,Financials,False
ICE,Intercontinental Exchange,stock,^GSPC,Financials,False
IFF,International Flavors & Fragrances,stock,^GSPC,Materials,False
IP,International Paper,stock,^GSPC,Materials,False
INTU,Intuit,stock,^GSPC,Information Technology,False
ISRG,Intuitive Surgical,stock,^GSPC,Health Care,False
IVZ,Invesco,stock,^GSPC,Financials,False
INVH,Invitation Homes,stock,^GSPC,Real Estate,False
IQV,IQVIA,stock,^GSPC,Health Care,False
IRM,Iron Mountain,stock,^GSPC,Real Estate,False
JBHT,J.B. Hunt,stock,^GSPC,Industrials,False
JBL,Jabil,stock,^GSPC,Information Technology,False
JKHY,Jack Henry & Associates,stock,^GSPC,Financials,False
J,Jacobs Solutions,stock,^GSPC,Industrials,False
JNJ,Johnson & Johnson,stock,^GSPC,Health Care,False
JCI,Johnson Controls,stock,^GSPC,Industrials,False
JPM,JPMorgan Chase,stock,^GSPC,Financials,False
KVUE,Kenvue,stock,^GSPC,Consumer Staples,False
KDP,Keurig Dr Pepper,stock,^GSPC,Consumer Staples,False
KEY,KeyCorp,stock,^GSPC,Financials,False
KEYS,Keysight Technologies,stock,^GSPC,Information Technology,False
KMB,Kimberly-Clark,stock,^GSPC,Consumer Staples,False
KIM,Kimco Realty,stock,^GSPC,Real Estate,False
KMI,Kinder Morgan,stock,^GSPC,Energy,False
KKR,KKR & Co.,stock,^GSPC,Financials,False
KLAC,KLA Corporation,stock,^GSPC,Information Technology,False
KHC,Kraft Heinz,stock,^GSPC,Consumer Staples,False
KR,Kroger,stock,^GSPC,Consumer Staples,False
LHX,L3Harris,stock,^GSPC,Industrials,False
LH,Labcorp,stock,^GSPC,Health Care,False
LRCX,Lam Research,stock,^GSPC,Information Technology,False
LVS,Las Vegas Sands,stock,^GSPC,Consumer Discretionary,False
LDOS,Leidos,stock,^GSPC,Industrials,False
LEN,Lennar,stock,^GSPC,Consumer Discretionary,False
LII,Lennox International,stock,^GSPC,Industrials,False
LLY,Lilly (Eli),stock,^GSPC,Health Care,False
LIN,Linde plc,stock,^GSPC,Materials,False
LYV,Live Nation Entertainment,stock,^GSPC,Communication Services,False
LMT,Lockheed Martin,stock,^GSPC,Industrials,False
L,Loews Corporation,stock,^GSPC,Financials,False
LOW,Lowe's,stock,^GSPC,Consumer Discretionary,False
LULU,Lululemon Athletica,stock,^GSPC,Consumer Discretionary,False
LITE,Lumentum,stock,^GSPC,Information Technology,False
LYB,LyondellBasell,stock,^GSPC,Materials,False
MTB,M&T Bank,stock,^GSPC,Financials,False
MPC,Marathon Petroleum,stock,^GSPC,Energy,False
MAR,Marriott International,stock,^GSPC,Consumer Discretionary,False
MRSH,Marsh McLennan,stock,^GSPC,Financials,False
MLM,Martin Marietta Materials,stock,^GSPC,Materials,False
MRVL,Marvell Technology,stock,^GSPC,Information Technology,False
MAS,Masco,stock,^GSPC,Industrials,False
MA,Mastercard,stock,^GSPC,Financials,False
MKC,McCormick & Company,stock,^GSPC,Consumer Staples,False
MCD,McDonald's,stock,^GSPC,Consumer Discretionary,False
MCK,McKesson Corporation,stock,^GSPC,Health Care,False
MDT,Medtronic,stock,^GSPC,Health Care,False
MRK,Merck & Co.,stock,^GSPC,Health Care,False
META,Meta Platforms,stock,^GSPC,Communication Services,False
MET,MetLife,stock,^GSPC,Financials,False
MTD,Mettler Toledo,stock,^GSPC,Health Care,False
MGM,MGM Resorts,stock,^GSPC,Consumer Discretionary,False
MCHP,Microchip Technology,stock,^GSPC,Information Technology,False
MU,Micron Technology,stock,^GSPC,Information Technology,False
MSFT,Microsoft,stock,^GSPC,Information Technology,False
MAA,Mid-America Apartment Communities,stock,^GSPC,Real Estate,False
MRNA,Moderna,stock,^GSPC,Health Care,False
TAP,Molson Coors Beverage Company,stock,^GSPC,Consumer Staples,False
MDLZ,Mondelez International,stock,^GSPC,Consumer Staples,False
MPWR,Monolithic Power Systems,stock,^GSPC,Information Technology,False
MNST,Monster Beverage,stock,^GSPC,Consumer Staples,False
MCO,Moody's Corporation,stock,^GSPC,Financials,False
MS,Morgan Stanley,stock,^GSPC,Financials,False
MOS,Mosaic Company (The),stock,^GSPC,Materials,False
MSI,Motorola Solutions,stock,^GSPC,Information Technology,False
MSCI,MSCI Inc.,stock,^GSPC,Financials,False
NDAQ,"Nasdaq, Inc.",stock,^GSPC,Financials,False
NTAP,NetApp,stock,^GSPC,Information Technology,False
NFLX,Netflix,stock,^GSPC,Communication Services,False
NEM,Newmont,stock,^GSPC,Materials,False
NWSA,News Corp (Class A),stock,^GSPC,Communication Services,False
NWS,News Corp (Class B),stock,^GSPC,Communication Services,False
NEE,NextEra Energy,stock,^GSPC,Utilities,False
NKE,"Nike, Inc.",stock,^GSPC,Consumer Discretionary,False
NI,NiSource,stock,^GSPC,Utilities,False
NDSN,Nordson Corporation,stock,^GSPC,Industrials,False
NSC,Norfolk Southern,stock,^GSPC,Industrials,False
NTRS,Northern Trust,stock,^GSPC,Financials,False
NOC,Northrop Grumman,stock,^GSPC,Industrials,False
NCLH,Norwegian Cruise Line Holdings,stock,^GSPC,Consumer Discretionary,False
NRG,NRG Energy,stock,^GSPC,Utilities,False
NUE,Nucor,stock,^GSPC,Materials,False
NVDA,Nvidia,stock,^GSPC,Information Technology,False
NVR,"NVR, Inc.",stock,^GSPC,Consumer Discretionary,False
NXPI,NXP Semiconductors,stock,^GSPC,Information Technology,False
ORLY,O’Reilly Automotive,stock,^GSPC,Consumer Discretionary,False
OXY,Occidental Petroleum,stock,^GSPC,Energy,False
ODFL,Old Dominion,stock,^GSPC,Industrials,False
OMC,Omnicom Group,stock,^GSPC,Communication Services,False
ON,ON Semiconductor,stock,^GSPC,Information Technology,False
OKE,Oneok,stock,^GSPC,Energy,False
ORCL,Oracle Corporation,stock,^GSPC,Information Technology,False
OTIS,Otis Worldwide,stock,^GSPC,Industrials,False
PCAR,Paccar,stock,^GSPC,Industrials,False
PKG,Packaging Corporation of America,stock,^GSPC,Materials,False
PLTR,Palantir Technologies,stock,^GSPC,Information Technology,False
PANW,Palo Alto Networks,stock,^GSPC,Information Technology,False
PSKY,Paramount Skydance Corporation,stock,^GSPC,Communication Services,False
PH,Parker Hannifin,stock,^GSPC,Industrials,False
PAYX,Paychex,stock,^GSPC,Industrials,False
PYPL,PayPal,stock,^GSPC,Financials,False
PNR,Pentair,stock,^GSPC,Industrials,False
PEP,PepsiCo,stock,^GSPC,Consumer Staples,False
PFE,Pfizer,stock,^GSPC,Health Care,False
PCG,PG&E Corporation,stock,^GSPC,Utilities,False
PM,Philip Morris International,stock,^GSPC,Consumer Staples,False
PSX,Phillips 66,stock,^GSPC,Energy,False
PNW,Pinnacle West Capital,stock,^GSPC,Utilities,False
PNC,PNC Financial Services,stock,^GSPC,Financials,False
PPG,PPG Industries,stock,^GSPC,Materials,False
PPL,PPL Corporation,stock,^GSPC,Utilities,False
PFG,Principal Financial Group,stock,^GSPC,Financials,False
PG,Procter & Gamble,stock,^GSPC,Consumer Staples,False
PGR,Progressive Corporation,stock,^GSPC,Financials,False
PLD,Prologis,stock,^GSPC,Real Estate,False
PRU,Prudential Financial,stock,^GSPC,Financials,False
PEG,Public Service Enterprise Group,stock,^GSPC,Utilities,False
PTC,PTC Inc.,stock,^GSPC,Information Technology,False
PSA,Public Storage,stock,^GSPC,Real Estate,False
PHM,PulteGroup,stock,^GSPC,Consumer Discretionary,False
PWR,Quanta Services,stock,^GSPC,Industrials,False
QCOM,Qualcomm,stock,^GSPC,Information Technology,False
DGX,Quest Diagnostics,stock,^GSPC,Health Care,False
Q,Qnity Electronics,stock,^GSPC,Information Technology,False
RL,Ralph Lauren Corporation,stock,^GSPC,Consumer Discretionary,False
RJF,Raymond James Financial,stock,^GSPC,Financials,False
RTX,RTX Corporation,stock,^GSPC,Industrials,False
O,Realty Income,stock,^GSPC,Real Estate,False
REG,Regency Centers,stock,^GSPC,Real Estate,False
REGN,Regeneron Pharmaceuticals,stock,^GSPC,Health Care,False
RF,Regions Financial Corporation,stock,^GSPC,Financials,False
RSG,Republic Services,stock,^GSPC,Industrials,False
RMD,ResMed,stock,^GSPC,Health Care,False
RVTY,Revvity,stock,^GSPC,Health Care,False
HOOD,Robinhood Markets,stock,^GSPC,Financials,False
ROK,Rockwell Automation,stock,^GSPC,Industrials,False
ROL,"Rollins, Inc.",stock,^GSPC,Industrials,False
ROP,Roper Technologies,stock,^GSPC,Information Technology,False
ROST,Ross Stores,stock,^GSPC,Consumer Discretionary,False
RCL,Royal Caribbean Group,stock,^GSPC,Consumer Discretionary,False
SPGI,S&P Global,stock,^GSPC,Financials,False
CRM,Salesforce,stock,^GSPC,Information Technology,False
SNDK,Sandisk,stock,^GSPC,Information Technology,False
SBAC,SBA Communications,stock,^GSPC,Real Estate,False
SLB,Schlumberger,stock,^GSPC,Energy,False
STX,Seagate Technology,stock,^GSPC,Information Technology,False
SRE,Sempra,stock,^GSPC,Utilities,False
NOW,ServiceNow,stock,^GSPC,Information Technology,False
SHW,Sherwin-Williams,stock,^GSPC,Materials,False
SPG,Simon Property Group,stock,^GSPC,Real Estate,False
SWKS,Skyworks Solutions,stock,^GSPC,Information Technology,False
SJM,J.M. Smucker Company (The),stock,^GSPC,Consumer Staples,False
SW,Smurfit Westrock,stock,^GSPC,Materials,False
SNA,Snap-on,stock,^GSPC,Industrials,False
SOLV,Solventum,stock,^GSPC,Health Care,False
SO,Southern Company,stock,^GSPC,Utilities,False
LUV,Southwest Airlines,stock,^GSPC,Industrials,False
SWK,Stanley Black & Decker,stock,^GSPC,Industrials,False
SBUX,Starbucks,stock,^GSPC,Consumer Discretionary,False
